Pay Period,Employee Title,Employee Code,Region,Client Session ($),Client Session Hours,Revenue ($),Billable Hours,,Pay Period,Employee Code,Ratio of Client Sessions hr to Billabla hr
8/25/2023,Behavior Technician,6716,Pacific Northwest,1148,41,2193.016,41,,8/25/2023,6716,1
8/25/2023,Behavior Technician,6762,Central Valley,1215.94,55.27,2706,55.22,,8/25/2023,6762,1.000905469
8/25/2023,Associate Behavior Technician,6767,Sacramento,182.02,9.58,756,15.16,,8/25/2023,6767,0.631926121
8/25/2023,Behavior Technician,6771,Sacramento,379.72,17.26,774,16.66,,8/25/2023,6771,1.036014406
8/25/2023,Behavior Technician,6787,Georgia,918,51,2693.4,50.72,,8/25/2023,6787,1.005520505
8/25/2023,Behavior Technician,6792,Southern California,320.4,16.02,1320,16.02,,8/25/2023,6792,1
8/25/2023,Associate Behavior Technician,6794,Pacific Northwest,144,6,369.6,6,,8/25/2023,6794,1
8/25/2023,Behavior Technician,6796,Ohio,143,5.5,312.576,5.5,,8/25/2023,6796,1
8/25/2023,Behavior Technician,6804,Georgia,1342.32,63.92,3357.648,68.5,,8/25/2023,6804,0.933138686
8/25/2023,Behavior Technician,6809,Sacramento,657.75,26.31,1322.6,27.52,,8/25/2023,6809,0.956031977
8/25/2023,Behavior Technician,6833,Southern California,690,30,1540.8,29.9,,8/25/2023,6833,1.003344482
8/25/2023,Behavior Technician,6838,Georgia,432,18,825.408,16.25,,8/25/2023,6838,1.107692308
8/25/2023,Behavior Technician,6841,Georgia,923.13,34.19,1995.272,39.17,,8/25/2023,6841,0.872861884
8/25/2023,Behavior Technician,6849,Southern California,1060.62,48.21,2172.4,49.64,,8/25/2023,6849,0.971192587
8/25/2023,Behavior Technician,6894,Central Valley,1163.04,48.46,2688,48.7,,8/25/2023,6894,0.995071869
8/25/2023,Associate Behavior Technician,6922,Sacramento,185.43,8.83,415.8,8.33,,8/25/2023,6922,1.06002401
8/25/2023,Behavior Technician,6931,Pacific Northwest,564,24,1166.72,23.66,,8/25/2023,6931,1.014370245
8/25/2023,Behavior Technician,6942,Georgia,1188.4,59.42,3484.8,59.92,,8/25/2023,6942,0.991655541
8/25/2023,Behavior Technician,6949,Bay Area,357,14,1200,15,,8/25/2023,6949,0.933333333
8/25/2023,Behavior Technician,6951,Ohio,687.75,32.75,1861.248,32.75,,8/25/2023,6951,1
8/25/2023,Behavior Technician,6962,Bay Area,592.02,25.74,1285.2,25.74,,8/25/2023,6962,1
8/25/2023,Behavior Technician,6993,Pacific Northwest,138,6,366.792,7.5,,8/25/2023,6993,0.8
8/25/2023,Behavior Technician,6997,Central Valley,883.6,37.6,2079.904,37.45,,8/25/2023,6997,1.00400534
8/25/2023,Behavior Technician,6998,Georgia,342,18,872.064,18,,8/25/2023,6998,1
8/25/2023,Behavior Technician,7006,Sacramento,804.76,36.58,1896.152,38.86,,8/25/2023,7006,0.941327844
8/25/2023,Behavior Technician,7009,Georgia,736.06,38.74,2127.608,39.75,,8/25/2023,7009,0.974591195
8/25/2023,Associate Behavior Technician,7021,Central Valley,364.14,17.34,882,17.34,,8/25/2023,7021,1
8/25/2023,Behavior Technician,7022,Central Valley,138,6,336,6,,8/25/2023,7022,1
8/25/2023,Behavior Technician,7023,Central Valley,993.96,45.18,2279.8,42.49,,8/25/2023,7023,1.063309014
8/25/2023,Behavior Technician,7036,Bay Area,1026,42.75,2053.8,41.15,,8/25/2023,7036,1.038882139
8/25/2023,Behavior Technician,7043,Georgia,362.6,18.13,847.28,17.5,,8/25/2023,7043,1.036
8/25/2023,Behavior Technician,7049,Pacific Northwest,922.28,40.99,1914.704,40.4,,8/25/2023,7049,1.01460396
8/25/2023,Behavior Technician,7052,Pacific Northwest,1332.23,59.21,3208.864,61.06,,8/25/2023,7052,0.969701933
8/25/2023,Behavior Technician,7054,Ohio,294,14,795.648,14,,8/25/2023,7054,1
8/25/2023,Behavior Technician,7072,Sacramento,437.36,19.88,1029.4,19.75,,8/25/2023,7072,1.006582278
8/25/2023,Associate Behavior Technician,7093,Sacramento,1220.56,55.48,3054.8,54.04,,8/25/2023,7093,1.026646928
8/25/2023,Associate Behavior Technician,7103,Southern California,322,14,651.2,14,,8/25/2023,7103,1
8/25/2023,Behavior Technician,7124,Bay Area,140.76,6.12,302.4,6.12,,8/25/2023,7124,1
8/25/2023,Behavior Technician,7132,Pacific Northwest,151,6.04,447.624,9,,8/25/2023,7132,0.671111111
8/25/2023,Behavior Technician,7135,Sacramento,316.54,16.66,831.6,16.66,,8/25/2023,7135,1
8/25/2023,Behavior Technician,7142,Sacramento,953.4,45.4,2177.8,50.69,,8/25/2023,7142,0.895640166
8/25/2023,Behavior Technician,7144,Georgia,801,40.05,2260.672,36,,8/25/2023,7144,1.1125
8/25/2023,Associate Behavior Technician,7150,Sacramento,680.2,35.8,1738.8,32.5,,8/25/2023,7150,1.101538462
8/25/2023,Behavior Technician,7158,Sacramento,575.52,26.16,1748.6,26.53,,8/25/2023,7158,0.986053524
8/25/2023,Behavior Technician,7159,Sacramento,491.85,21.86,925.8,22.02,,8/25/2023,7159,0.992733878
8/25/2023,Behavior Technician,7165,Georgia,219.6,10.98,387.584,8,,8/25/2023,7165,1.3725
8/25/2023,Associate Behavior Technician,7180,Bay Area,940.17,44.77,2268,45.64,,8/25/2023,7180,0.980937774
8/25/2023,Behavior Technician,7209,Southern California,1238.32,53.84,2564.88,52.03,,8/25/2023,7209,1.034787623
8/25/2023,Associate Behavior Technician,7211,Central Valley,207,9,504,9,,8/25/2023,7211,1
8/25/2023,Behavior Technician,7220,Sacramento,1118.46,53.26,2664.56,50.33,,8/25/2023,7220,1.058215776
8/25/2023,Behavior Technician,7224,Sacramento,852.53,37.89,1907.8,37.71,,8/25/2023,7224,1.00477327
8/25/2023,Associate Behavior Technician,7226,Sacramento,634.7,28.85,1373.52,22.5,,8/25/2023,7226,1.282222222
8/25/2023,Associate Behavior Technician,7245,Sacramento,1095.49,47.63,2625.736,51.07,,8/25/2023,7245,0.932641472
8/25/2023,Behavior Technician,7254,Pacific Northwest,506,22,1325.248,25,,8/25/2023,7254,0.88
8/25/2023,Associate Behavior Technician,7265,Sacramento,266,14,765.632,14,,8/25/2023,7265,1
8/25/2023,Behavior Technician,7279,Bay Area,1020,42.5,2142,42.78,,8/25/2023,7279,0.993454885
8/25/2023,Behavior Technician,7281,Ohio,1240.68,59.08,2666.16,54.41,,8/25/2023,7281,1.085829811
8/25/2023,Behavior Technician,7288,Sacramento,663.88,28.25,1583.576,31.73,,8/25/2023,7288,0.890324614
8/25/2023,Associate Behavior Technician,7293,Bay Area,924.48,38.52,2074.464,36.75,,8/25/2023,7293,1.048163265
8/25/2023,Associate Behavior Technician,7295,Central Valley,589,31,1575.8,30.15,,8/25/2023,7295,1.028192371
8/25/2023,Associate Behavior Technician,7299,Sacramento,454.9,22.19,1544.4,21.5,,8/25/2023,7299,1.032093023
8/25/2023,Behavior Technician,7307,Pacific Northwest,207.51,8.83,406,7.25,,8/25/2023,7307,1.217931034
8/25/2023,Behavior Technician,7309,Central Valley,560.01,23.83,1093,23.83,,8/25/2023,7309,1
8/25/2023,Associate Behavior Technician,7320,Central Valley,597.38,26.55,1390.2,26.07,,8/25/2023,7320,1.018411968
8/25/2023,Behavior Technician,7344,Southern California,225.75,10.5,519.536,9.5,,8/25/2023,7344,1.105263158
8/25/2023,Behavior Technician,7345,Southern California,30,1.5,81.6,1.5,,8/25/2023,7345,1
8/25/2023,Associate Behavior Technician,7351,Bay Area,544.11,25.91,1159.2,23,,8/25/2023,7351,1.126521739
8/25/2023,Associate Behavior Technician,7356,Sacramento,516.8,27.2,1512,30.51,,8/25/2023,7356,0.89151098
8/25/2023,Behavior Technician,7371,Southern California,370,18.5,246.4,4,,8/25/2023,7371,4.625
8/25/2023,Behavior Technician,7373,Sacramento,1274.68,57.94,2835,56.69,,8/25/2023,7373,1.022049744
8/25/2023,Associate Behavior Technician,7376,Central Valley,4.5,0.25,920.064,16.5,,8/25/2023,7376,0.015151515
8/25/2023,Behavior Technician,7383,Central Valley,1244.25,49.77,3051.216,52.3,,8/25/2023,7383,0.951625239
8/25/2023,Associate Behavior Technician,7417,Sacramento,268.28,14.12,541.632,13.5,,8/25/2023,7417,1.045925926
8/25/2023,Behavior Technician,7418,Southern California,651.45,30.3,1762.4,29.32,,8/25/2023,7418,1.033424284
8/25/2023,Behavior Technician,7425,Pacific Northwest,385,17.5,759.152,17,,8/25/2023,7425,1.029411765
8/25/2023,Behavior Technician,7427,Georgia,220,11,508.704,10.5,,8/25/2023,7427,1.047619048
8/25/2023,Behavior Technician,7429,Pacific Northwest,1467.81,62.46,3451.536,67.62,,8/25/2023,7429,0.923691216
8/25/2023,Associate Behavior Technician,7442,Bay Area,445.5,16.5,959.52,19,,8/25/2023,7442,0.868421053
8/25/2023,Behavior Technician,7445,Central Valley,1078,49,2284.6,48.81,,8/25/2023,7445,1.003892645
8/25/2023,Behavior Technician,7453,Georgia,858.4,42.92,2498.52,46.75,,8/25/2023,7453,0.918074866
8/25/2023,Behavior Technician,7476,Pacific Northwest,1288.46,56.02,2715.824,54.68,,8/25/2023,7476,1.024506218
8/25/2023,Associate Behavior Technician,7487,Pacific Northwest,192.28,10.12,522.272,10,,8/25/2023,7487,1.012
8/25/2023,Behavior Technician,7490,Bay Area,663,25.5,1285.2,25.5,,8/25/2023,7490,1
8/25/2023,Behavior Technician,7492,Pacific Northwest,235.75,10.25,1048.696,20,,8/25/2023,7492,0.5125
8/25/2023,Behavior Technician,7493,Pacific Northwest,675,27,1363.632,27,,8/25/2023,7493,1
8/25/2023,Behavior Technician,7499,Bay Area,648,24,1197,23.83,,8/25/2023,7499,1.007133865
8/25/2023,Behavior Technician,7500,Ohio,236.25,10.5,574.224,10.5,,8/25/2023,7500,1
8/25/2023,Behavior Technician,7515,Southern California,460,20,947.2,18.98,,8/25/2023,7515,1.05374078
8/25/2023,Associate Behavior Technician,7524,Sacramento,464.11,23.8,1461.6,26.94,,8/25/2023,7524,0.883444692
8/25/2023,Behavior Technician,7529,Southern California,1059.75,47.1,2608.2,48.66,,8/25/2023,7529,0.967940814
8/25/2023,Behavior Technician,7530,Sacramento,1033.53,43.98,2230.2,44.25,,8/25/2023,7530,0.993898305
8/25/2023,Behavior Technician,7540,Georgia,864.23,38.41,1828.224,37.99,,8/25/2023,7540,1.011055541
8/25/2023,Behavior Technician,7547,Ohio,881.04,36.71,1731.128,32.83,,8/25/2023,7547,1.118184587
8/25/2023,Associate Behavior Technician,7550,Sacramento,751.53,31.98,1247.4,28.79,,8/25/2023,7550,1.110802362
8/25/2023,Associate Behavior Technician,7551,Pacific Northwest,63,3,161.664,3,,8/25/2023,7551,1
8/25/2023,Behavior Technician,7555,Ohio,252,10.5,227.328,4,,8/25/2023,7555,2.625
8/25/2023,Behavior Technician,7556,Georgia,894.18,42.58,2057.68,42.5,,8/25/2023,7556,1.001882353
8/25/2023,Associate Behavior Technician,7557,Pacific Northwest,116.33,5.17,471.776,8.66,,8/25/2023,7557,0.596997691
8/25/2023,Behavior Technician,7561,Bay Area,384.75,14.25,705.6,14,,8/25/2023,7561,1.017857143
8/25/2023,Associate Behavior Technician,7568,Ohio,214.5,11,681.984,12,,8/25/2023,7568,0.916666667
8/25/2023,Behavior Technician,7569,Sacramento,1218.83,54.17,2833.4,55.03,,8/25/2023,7569,0.984372161
8/25/2023,Associate Behavior Technician,7575,Sacramento,190,10,304,4,,8/25/2023,7575,2.5
8/25/2023,Associate Behavior Technician,7577,Central Valley,132,6.6,364,6.5,,8/25/2023,7577,1.015384615
8/25/2023,Associate Behavior Technician,7592,Central Valley,283.53,14.54,812,14.58,,8/25/2023,7592,0.997256516
8/25/2023,Behavior Technician,7594,Georgia,728.27,38.33,1432.928,28.5,,8/25/2023,7594,1.344912281
8/25/2023,Behavior Technician,7602,Bay Area,1492.63,51.47,2457,48.75,,8/25/2023,7602,1.055794872
8/25/2023,Associate Behavior Technician,7603,Sacramento,383,19.15,1084.8,18,,8/25/2023,7603,1.063888889
8/25/2023,Behavior Technician,7604,Bay Area,154.17,5.71,264,6,,8/25/2023,7604,0.951666667
8/25/2023,Behavior Technician,7611,Bay Area,1246.86,46.18,2217.6,44.84,,8/25/2023,7611,1.029884032
8/25/2023,Associate Behavior Technician,7619,Ohio,521.28,28.96,1591.296,28,,8/25/2023,7619,1.034285714
8/25/2023,Associate Behavior Technician,7622,Sacramento,1343.8,67.19,3817.8,67.71,,8/25/2023,7622,0.992320189
8/25/2023,Behavior Technician,7630,Pacific Northwest,675,27,1207.048,25.81,,8/25/2023,7630,1.04610616
8/25/2023,Associate Behavior Technician,7635,Sacramento,1009,46.93,1611,45.55,,8/25/2023,7635,1.030296378
8/25/2023,Associate Behavior Technician,7638,Central Valley,602.87,31.73,1736,32.82,,8/25/2023,7638,0.966788544
8/25/2023,Associate Behavior Technician,7641,Pacific Northwest,100,5,280,5,,8/25/2023,7641,1
8/25/2023,Associate Behavior Technician,7645,Bay Area,212.16,8.84,403.2,8,,8/25/2023,7645,1.105
8/25/2023,Associate Behavior Technician,7665,Sacramento,248.43,11.83,554.4,11,,8/25/2023,7665,1.075454545
8/25/2023,Associate Behavior Technician,7675,Sacramento,84,4,216,6,,8/25/2023,7675,0.666666667
8/25/2023,Behavior Technician,7692,Ohio,252,12,656.256,11.93,,8/25/2023,7692,1.005867561
8/25/2023,Behavior Technician,7694,Southern California,153.13,6.25,307.2,6,,8/25/2023,7694,1.041666667
8/25/2023,Associate Behavior Technician,7697,Sacramento,495,22.5,1230.48,22.5,,8/25/2023,7697,1
8/25/2023,Associate Behavior Technician,7712,Sacramento,925.78,45.16,2276.6,44.55,,8/25/2023,7712,1.01369248
8/25/2023,Associate Behavior Technician,7716,Southern California,166.5,9,585.2,9.66,,8/25/2023,7716,0.931677019
8/25/2023,Associate Behavior Technician,7717,Georgia,178.5,8.5,72.624,1.5,,8/25/2023,7717,5.666666667
8/25/2023,Associate Behavior Technician,7727,Sacramento,320.4,16.02,1084.688,18.54,,8/25/2023,7727,0.86407767
8/25/2023,Associate Behavior Technician,7729,Georgia,156.6,7.83,387.584,8,,8/25/2023,7729,0.97875
8/25/2023,Associate Behavior Technician,7730,Georgia,160,8,640,8,,8/25/2023,7730,1
8/25/2023,Behavior Technician,7731,Sacramento,325.28,17.12,1520,20.12,,8/25/2023,7731,0.850894632
8/25/2023,Associate Behavior Technician,7732,Central Valley,90,4.5,369.6,6,,8/25/2023,7732,0.75
8/25/2023,Associate Behavior Technician,7734,Central Valley,234,12,672,12,,8/25/2023,7734,1
8/25/2023,Associate Behavior Technician,7754,Bay Area,161.25,7.5,457.448,7.33,,8/25/2023,7754,1.02319236
8/25/2023,Associate Behavior Technician,7759,Pacific Northwest,862.16,33.16,1710.56,34.24,,8/25/2023,7759,0.968457944
8/25/2023,Associate Behavior Technician,7764,Central Valley,418,22,1366.896,22.5,,8/25/2023,7764,0.977777778
8/25/2023,Associate Behavior Technician,7774,Ohio,72,4,1534.08,30,,8/25/2023,7774,0.133333333
8/25/2023,Behavior Technician,7778,Bay Area,1111.04,39.68,2400.52,40.18,,8/25/2023,7778,0.987555998
8/25/2023,Behavior Technician,7780,Southern California,248.63,9.75,429,9.75,,8/25/2023,7780,1
8/25/2023,Associate Behavior Technician,7781,Sacramento,156.86,7.13,378,7.5,,8/25/2023,7781,0.950666667
8/25/2023,Behavior Technician,7788,Ohio,440.9,22.61,1312.512,24,,8/25/2023,7788,0.942083333
8/25/2023,Associate Behavior Technician,7789,Ohio,247.5,13.75,113.664,2,,8/25/2023,7789,6.875
8/25/2023,Behavior Technician,7819,Southern California,72,3,223.4,4.75,,8/25/2023,7819,0.631578947
8/25/2023,Associate Behavior Technician,7820,Bay Area,138,6,286,6.5,,8/25/2023,7820,0.923076923
8/25/2023,Associate Behavior Technician,7839,Georgia,156.96,8.72,437.504,8,,8/25/2023,7839,1.09
8/25/2023,Associate Behavior Technician,7846,Central Valley,1312,64,3107,63,,8/25/2023,7846,1.015873016
8/25/2023,Behavior Technician,7850,Ohio,1282.5,57,2956.032,56,,8/25/2023,7850,1.017857143
8/25/2023,Associate Behavior Technician,7856,Sacramento,440,20,1504,21.66,,8/25/2023,7856,0.923361034
8/25/2023,Associate Behavior Technician,7863,Sacramento,234.57,11.17,484.2,10.75,,8/25/2023,7863,1.039069767
8/25/2023,Associate Behavior Technician,7871,Central Valley,115.63,6.25,372.8,6,,8/25/2023,7871,1.041666667
8/25/2023,Associate Behavior Technician,7883,Sacramento,150.26,6.83,246.096,4.66,,8/25/2023,7883,1.465665236
8/25/2023,Associate Behavior Technician,7903,Pacific Northwest,372.49,18.17,920.16,18,,8/25/2023,7903,1.009444444
8/25/2023,Associate Behavior Technician,7911,Southern California,258,12,768,12,,8/25/2023,7911,1
8/25/2023,Associate Behavior Technician,7915,Sacramento,486.4,25.6,1324.728,25.4,,8/25/2023,7915,1.007874016
8/25/2023,Behavior Technician,7930,Sacramento,384.56,16.72,585,16.57,,8/25/2023,7930,1.009052505
8/25/2023,Associate Behavior Technician,7953,Bay Area,252,12,600.776,11.8,,8/25/2023,7953,1.016949153
8/25/2023,Associate Behavior Technician,7956,Central Valley,317,15.85,855.4,15.75,,8/25/2023,7956,1.006349206
8/25/2023,Associate Behavior Technician,7975,Sacramento,162.2,8.11,289.6,6,,8/25/2023,7975,1.351666667
8/25/2023,Behavior Technician,7976,Central Valley,632.7,28.12,1232,22.16,,8/25/2023,7976,1.268953069
8/25/2023,Behavior Technician,7986,Bay Area,2038.08,63.69,3478.504,66.08,,8/25/2023,7986,0.963831719
8/25/2023,Associate Behavior Technician,7991,Sacramento,55.48,2.92,164.064,2.92,,8/25/2023,7991,1
8/25/2023,Associate Behavior Technician,7994,Sacramento,562.59,29.61,1351.4,30.6,,8/25/2023,7994,0.967647059
8/25/2023,Associate Behavior Technician,8039,Sacramento,220,10,118.4,2,,8/25/2023,8039,5
8/25/2023,Behavior Technician,8040,Central Valley,136.85,5.95,302.4,5.95,,8/25/2023,8040,1
8/25/2023,Associate Behavior Technician,8042,Bay Area,52.5,2.5,110,2.5,,8/25/2023,8042,1
8/25/2023,Associate Behavior Technician,8066,Central Valley,70,3.5,108,3,,8/25/2023,8066,1.166666667
8/25/2023,Associate Behavior Technician,8136,Central Valley,55,2.75,138.6,2.75,,8/25/2023,8136,1
,,,,,,,,,Grand Total,,1.008219588
